id,content.rendered
162617,"
<p>EDGEWATER — Supreme Court Justice Sonia Sotomayor is coming to Edgewater on Wednesday, September 11 for a now sold out moderated discussion and Q&amp;A at Senn High School. </p>



<p>Sotomayor will also be signing copies of her new children&#8217;s book &#8220;Just Ask!: Be Different, Be Brave, Be You.&#8221; The event is being sponsored by Women &amp; Children First bookstore. </p>



<p>Sotomayor&#8217;s book celebrates the uniqueness of the individual. Using her experiences as a child, Sotomayor writes a book that is meant to help anyone who feels different or out of place. </p>



<p>Doors open at 5:00 p.m. and the event begins at 6:00 p.m. For more information <a href=""https://soniasotomayor.brownpapertickets.com/?fbclid=IwAR1v2H2doy_OP6zg73zJYfchF-FRkJ3jggxhyERdVrwxDnJ5Kn_GbLadETg"">click here.</a></p>



<p><em>Do stories like this matter to you? <a href=""https://api.pico.tools/pn/blockclubchicago/9x2z8yqx"">Subscribe</a> to Block Club Chicago. Every dime we make funds reporting from Chicago’s neighborhoods.</em></p>
"
46425,"<p>CHICAGO — An upcoming event will celebrate the work of Far South Side artists. The Beverly Art Walk, which starts Sept. 29, will feature work from nearly 200 artists and artisans from the area. Attendees will be able to view the work in storefronts and businesses and buy items, including photos, paintings, jewelry and fabrics. The [&hellip;]</p>
 "
