id,content.rendered
219661,"
<p><em><a href=""http://thedailyline.net/chicago/"" target=""_blank"" rel=""noreferrer noopener"" aria-label="" (opens in a new tab)"">Get more in-depth, daily coverage of Chicago politics at The Daily Line.</a></em></p>



<p>DOWNTOWN — Scooters will return to Chicago’s streets this summer — but only as part of a second pilot program after city officials concluded that the first test run of the two-wheelers ended with “mixed results.”</p>



<p>Approximately 820,000 rides were taken during the pilot program that ran from June to October on the West and Northwest sides of the city, according to the final evaluation of the pilot program from the city and the Center for Neighborhood Technology. Ten companies scattered 250 dockless scooters across a roughly 50-square-mile area.</p>



<p>The e-scooter program holds promise, but additional review is needed to determine how to hold “vendors accountable, keep Chicagoans safe and improve citywide mobility,” Mayor Lori Lightfoot said Tuesday.</p>



<p>“While the initial pilot revealed mixed results, my team will continue to bring community members and all stakeholders to the table to identify improved guidelines and gauge if the scooter program is a viable long-term solution,” Lightfoot said.</p>



<p>Rosa Escareño, Business Affairs and Consumer Protection commissioner, said the second pilot program was needed because while the first test run “was successful,” “not everything was perfect.”</p>



<p>The second pilot will be designed with the help of community groups and transportation organizations to address a number of issues, including concerns about “equity,” Escareño said.</p>



<p>The 2020 pilot program will also focus on issues of sidewalk clutter and company compliance.</p>



<p>A majority of the 10 companies that participated in the 2019 pilot were cited by the city for violating the city’s rules, officials said.</p>



<p>Scooter advocates said they were hopeful the pilot program would give commuters an environmentally friendly option to reach buses, trains and Divvy bicycles.</p>



<p>But the results of the 2019 pilot were inconclusive on that central question, according to the evaluation.</p>



<p>Scooter ridership was concentrated in West Loop and along the CTA Blue Line, but it is unclear whether scooter trips supplemented train or bus trips. Approximately 34 percent of online survey respondents told officials they used scooters to go to or from public transit.</p>



<p>The city’s evaluation of the scooters also found:</p>



<ul class=""wp-block-list""><li>192 people were injured while riding scooters during the pilot program.</li><li>Most rides took place during the evening rush period on weekdays and between 3 and 4 p.m. on Saturday and Sunday.</li></ul>



<p>The full evaluation of the 2019 scooter pilot program is <a href=""https://www.chicago.gov/city/en/depts/cdot/supp_info/escooter-share-pilot-project.html"" target=""_blank"" rel=""noreferrer noopener"" aria-label=""online (opens in a new tab)"">online</a>.</p>
"
629884,"<p>PORTAGE PARK — A Six Corners yoga studio that recently expanded is celebrating its new services with a grand reopening this weekend. Wildlight Yoga studio, 4041 N. Milwaukee Ave., No. 302, is offering free yoga and meditation classes Saturday to celebrate the expansion and give back to the community. Work began late last year to expand [&hellip;]</p>
 "
232339,"<p>UPTOWN — Jason Margolis has only lived in Chicago since June, but even he can tell just how much of the Montrose Dog Beach has been lost to Lake Michigan. &#8220;Last summer, this area was a good 3 feet lower,&#8221; Margolis said, pointing to a back portion of the dog beach, where sand has covered [&hellip;]</p>
 "
453525,"<p>RAVENSWOOD — Empirical Brewery&#8217;s latest beer is a nod to the brewery&#8217;s shop cats, and proceeds from its sale will benefit the humane society that paired the animals with the business. The Ravenswood brewery this month debuted its Nine Lives beer, sales of which will benefit Tree House Humane Society in West Ridge. The proceeds [&hellip;]</p>
 "
57406,"<p>CHICAGO — &#8220;Jimmy Kimmel Live!&#8221; will film at famous hot dog stand The Wieners Circle on Wednesday night. The host himself might not be there, but Kimmel&#8217;s sidekick, comedian Guillermo, is expected to be present. In a tweet and post on Facebook, the Wieners Circle encouraged Chicagoans to stop by and watch Guillermo &#8220;behind the counter.&#8221; [&hellip;]</p>
 "
